person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
21,148170,MORTGAGE,2.0,MEDICAL,B,18675,11.19,0,0.13,N,3
24,63800,MORTGAGE,5.0,MEDICAL,B,2150,12.15,0,0.03,N,4
29,38430,MORTGAGE,3.0,MEDICAL,B,12025,11.82,0,0.31,N,6
30,214710,MORTGAGE,4.0,MEDICAL,B,6250,,0,0.03,N,5
30,117860,MORTGAGE,4.0,MEDICAL,B,11775,10.65,0,0.1,N,8
40,107390,MORTGAGE,,MEDICAL,B,15550,12.0,0,0.14,N,15
23,36440,MORTGAGE,7.0,MEDICAL,B,12825,9.53,0,0.35,N,2
31,91440,MORTGAGE,0.0,MEDICAL,B,22375,11.26,0,0.24,N,5
22,38840,MORTGAGE,0.0,MEDICAL,B,3525,11.74,0,0.09,N,3
43,118840,MORTGAGE,8.0,MEDICAL,B,22600,10.18,0,0.19,N,11
31,71990,MORTGAGE,2.0,MEDICAL,B,4500,10.73,0,0.06,N,6
27,34790,MORTGAGE,11.0,MEDICAL,B,8975,11.11,0,0.26,N,5
23,60540,MORTGAGE,7.0,MEDICAL,B,11750,10.81,0,0.19,N,3
27,58300,MORTGAGE,6.0,MEDICAL,B,4500,11.12,0,0.08,N,7
48,121630,MORTGAGE,12.0,MEDICAL,B,12100,11.08,0,0.1,N,12
34,34640,MORTGAGE,13.0,MEDICAL,B,11900,10.93,0,0.34,N,7
22,53270,MORTGAGE,2.0,MEDICAL,B,20350,11.6,0,0.38,N,2
33,146260,MORTGAGE,13.0,MEDICAL,B,25875,11.13,0,0.18,N,6
23,135620,MORTGAGE,7.0,MEDICAL,B,24975,11.08,0,0.18,N,3
22,31340,MORTGAGE,4.0,MEDICAL,B,12125,11.56,0,0.39,N,2
31,43460,MORTGAGE,4.0,MEDICAL,B,6850,11.56,0,0.16,N,11
28,173460,MORTGAGE,3.0,MEDICAL,B,3325,10.9,0,0.02,N,9
52,128360,MORTGAGE,13.0,MEDICAL,B,13050,10.82,0,0.1,N,13
26,58860,MORTGAGE,4.0,MEDICAL,B,24525,10.98,0,0.42,N,4
23,57770,MORTGAGE,4.0,MEDICAL,B,9250,10.6,0,0.16,N,2
31,85770,MORTGAGE,5.0,MEDICAL,B,20000,,0,0.23,N,5
36,70210,MORTGAGE,7.0,MEDICAL,B,25050,10.16,0,0.36,N,12
26,93080,MORTGAGE,10.0,MEDICAL,B,21150,10.42,0,0.23,N,4
30,67090,MORTGAGE,7.0,MEDICAL,B,7325,10.99,0,0.11,N,5
26,133800,MORTGAGE,10.0,MEDICAL,B,3475,11.05,0,0.03,N,3
27,51550,MORTGAGE,0.0,MEDICAL,B,1175,11.06,0,0.02,N,5
23,78010,MORTGAGE,7.0,MEDICAL,B,11425,11.9,0,0.15,N,2
33,80010,MORTGAGE,4.0,MEDICAL,B,12700,11.06,0,0.16,N,6
30,76090,MORTGAGE,5.0,MEDICAL,B,22750,,0,0.3,N,10
31,135220,MORTGAGE,7.0,MEDICAL,B,13125,12.69,0,0.1,N,8
31,98290,MORTGAGE,14.0,MEDICAL,B,21700,,0,0.22,N,9
25,34970,MORTGAGE,9.0,MEDICAL,B,3075,11.83,0,0.09,N,2
26,28700,MORTGAGE,3.0,MEDICAL,B,6400,12.13,0,0.22,N,2
34,37360,MORTGAGE,1.0,MEDICAL,B,4525,10.37,0,0.12,N,5
31,26670,MORTGAGE,4.0,MEDICAL,B,7650,11.36,0,0.29,N,10
23,115710,MORTGAGE,3.0,MEDICAL,B,30500,11.49,0,0.26,N,4
43,95750,MORTGAGE,2.0,MEDICAL,B,14075,11.8,0,0.15,N,13
29,27900,MORTGAGE,3.0,MEDICAL,B,12750,11.97,0,0.46,N,6
24,152870,MORTGAGE,8.0,MEDICAL,B,29575,10.03,0,0.19,N,3
38,490440,MORTGAGE,5.0,MEDICAL,B,8025,10.77,0,0.02,N,15
22,72070,MORTGAGE,3.0,MEDICAL,B,17250,11.88,0,0.24,N,3
34,39130,MORTGAGE,14.0,MEDICAL,B,11325,10.94,0,0.29,N,7
27,78230,MORTGAGE,6.0,MEDICAL,B,23450,10.86,0,0.3,N,10
32,157980,MORTGAGE,3.0,MEDICAL,B,4175,11.04,0,0.03,N,5
36,80940,MORTGAGE,20.0,MEDICAL,B,10575,10.58,0,0.13,N,11
23,122230,MORTGAGE,7.0,MEDICAL,B,22175,12.33,0,0.18,N,3
27,62160,MORTGAGE,6.0,MEDICAL,B,4075,11.96,0,0.07,N,7
34,54980,MORTGAGE,11.0,MEDICAL,B,6825,11.9,0,0.12,N,9
20,75150,MORTGAGE,4.0,MEDICAL,B,13550,12.62,0,0.18,N,3
26,39480,MORTGAGE,4.0,MEDICAL,B,16350,11.16,0,0.41,N,4
31,124410,MORTGAGE,5.0,MEDICAL,B,17875,12.08,0,0.14,N,7
33,126870,MORTGAGE,,MEDICAL,B,7675,10.95,0,0.06,N,5
25,63770,MORTGAGE,2.0,MEDICAL,B,9800,10.75,0,0.15,N,4
34,37610,MORTGAGE,5.0,MEDICAL,B,1775,9.17,0,0.05,N,7
24,59590,MORTGAGE,8.0,MEDICAL,B,19500,10.77,0,0.33,N,3
34,13800,MORTGAGE,4.0,MEDICAL,B,4850,9.18,0,0.35,N,7
25,63670,MORTGAGE,2.0,MEDICAL,B,10500,10.68,0,0.16,N,4
32,382580,MORTGAGE,16.0,MEDICAL,B,22725,11.8,0,0.06,N,9
41,29420,MORTGAGE,2.0,MEDICAL,B,1825,10.81,0,0.06,N,16
23,62040,MORTGAGE,7.0,MEDICAL,B,10100,11.02,0,0.16,N,3
27,83680,MORTGAGE,11.0,MEDICAL,B,21625,9.93,0,0.26,N,5
23,17470,MORTGAGE,2.0,MEDICAL,B,7575,,0,0.43,N,4
24,88680,MORTGAGE,1.0,MEDICAL,B,14975,9.73,0,0.17,N,4
27,99470,MORTGAGE,10.0,MEDICAL,B,12175,10.0,0,0.12,N,11
24,85230,MORTGAGE,2.0,MEDICAL,B,10175,11.68,0,0.12,N,4
32,33680,MORTGAGE,2.0,MEDICAL,B,12775,10.33,0,0.38,N,9
23,53300,MORTGAGE,5.0,MEDICAL,B,7075,10.75,0,0.13,N,4
23,59630,MORTGAGE,7.0,MEDICAL,B,8400,12.07,0,0.14,N,3
25,55220,MORTGAGE,9.0,MEDICAL,B,9725,9.63,0,0.18,N,4
24,59410,MORTGAGE,3.0,MEDICAL,B,11800,12.28,0,0.2,N,3
22,99490,MORTGAGE,6.0,MEDICAL,B,4200,9.62,0,0.04,N,3
31,81610,MORTGAGE,4.0,MEDICAL,B,10800,,0,0.13,N,7
35,98300,MORTGAGE,13.0,MEDICAL,B,4600,10.99,0,0.05,N,9
28,73540,MORTGAGE,11.0,MEDICAL,B,16775,10.19,0,0.23,N,10
23,39610,MORTGAGE,0.0,MEDICAL,B,3750,10.93,0,0.09,N,3
32,220150,MORTGAGE,2.0,MEDICAL,B,14575,11.04,0,0.07,N,9
22,90700,MORTGAGE,2.0,MEDICAL,B,5625,10.46,0,0.06,N,2
35,95990,MORTGAGE,17.0,MEDICAL,B,10750,,0,0.11,N,10
23,48010,MORTGAGE,2.0,MEDICAL,B,10525,10.31,0,0.22,N,3
30,49050,MORTGAGE,11.0,MEDICAL,B,10075,11.05,0,0.21,N,6
21,102120,MORTGAGE,5.0,MEDICAL,B,15150,11.35,0,0.15,N,4
28,52610,MORTGAGE,11.0,MEDICAL,B,3400,12.01,0,0.06,N,8
25,51900,MORTGAGE,9.0,MEDICAL,B,16000,12.67,0,0.31,N,2
22,187660,MORTGAGE,,MEDICAL,B,18050,10.99,0,0.1,N,3
39,119660,MORTGAGE,9.0,MEDICAL,B,19925,10.21,0,0.17,N,10
22,155070,MORTGAGE,1.0,MEDICAL,B,35000,10.63,0,0.23,N,4
28,96630,MORTGAGE,7.0,MEDICAL,B,5275,11.03,0,0.05,N,7
24,18870,MORTGAGE,0.0,MEDICAL,B,11925,12.22,0,0.63,N,4
28,85450,MORTGAGE,12.0,MEDICAL,B,18175,12.64,0,0.21,N,10
29,156810,MORTGAGE,2.0,MEDICAL,B,24100,11.42,0,0.15,N,10
25,56710,MORTGAGE,1.0,MEDICAL,B,11700,10.1,0,0.21,N,2
23,56050,MORTGAGE,7.0,MEDICAL,B,11000,11.16,0,0.2,N,3
29,97170,MORTGAGE,13.0,MEDICAL,B,4925,11.24,0,0.05,N,5
24,86280,MORTGAGE,2.0,MEDICAL,B,5575,,0,0.06,N,4
47,53010,MORTGAGE,8.0,MEDICAL,B,9000,10.34,0,0.17,N,16
31,79420,MORTGAGE,9.0,MEDICAL,B,5675,10.72,0,0.07,N,8
23,90610,MORTGAGE,7.0,MEDICAL,B,6525,9.15,0,0.07,N,4
38,102850,MORTGAGE,7.0,MEDICAL,B,11650,,0,0.11,N,17
37,81130,MORTGAGE,18.0,MEDICAL,B,20000,11.81,0,0.25,N,13
31,50110,MORTGAGE,1.0,MEDICAL,B,18625,11.02,0,0.37,N,10
36,68380,MORTGAGE,7.0,MEDICAL,B,25425,9.61,0,0.37,N,11
22,45140,MORTGAGE,5.0,MEDICAL,B,9150,10.63,0,0.2,N,4
25,37880,MORTGAGE,9.0,MEDICAL,B,9625,11.03,0,0.25,N,4
27,107510,MORTGAGE,0.0,MEDICAL,B,10925,10.35,0,0.1,N,9
22,137090,MORTGAGE,4.0,MEDICAL,B,24925,10.19,0,0.18,N,4
25,58060,MORTGAGE,2.0,MEDICAL,B,9525,9.77,0,0.16,N,9
29,33570,MORTGAGE,12.0,MEDICAL,B,8075,10.52,0,0.24,N,6
27,102740,MORTGAGE,11.0,MEDICAL,B,11850,10.14,0,0.12,N,9
45,71160,MORTGAGE,9.0,MEDICAL,B,9625,10.95,0,0.14,N,11
26,94870,MORTGAGE,5.0,MEDICAL,B,19675,10.95,0,0.21,N,4
32,67490,MORTGAGE,13.0,MEDICAL,B,25150,10.62,0,0.37,N,7
38,306040,MORTGAGE,2.0,MEDICAL,B,23100,11.0,0,0.08,N,14
21,61100,MORTGAGE,0.0,MEDICAL,B,3100,10.44,0,0.05,N,3
27,80410,MORTGAGE,8.0,MEDICAL,B,9475,12.69,0,0.12,N,10
23,126390,MORTGAGE,7.0,MEDICAL,B,20350,12.37,0,0.16,N,3
23,62810,MORTGAGE,6.0,MEDICAL,B,7450,11.08,0,0.12,N,2
24,64760,MORTGAGE,2.0,MEDICAL,B,9775,9.34,0,0.15,N,3
22,25550,MORTGAGE,6.0,MEDICAL,B,1775,12.69,0,0.07,N,2
23,38780,MORTGAGE,5.0,MEDICAL,B,11875,10.45,0,0.31,N,4
24,35180,MORTGAGE,6.0,MEDICAL,B,8825,10.65,0,0.25,N,4
24,100800,MORTGAGE,4.0,MEDICAL,B,8100,9.83,0,0.08,N,3
24,101510,MORTGAGE,2.0,MEDICAL,B,9550,9.83,0,0.09,N,2
27,133070,MORTGAGE,3.0,MEDICAL,B,26250,11.12,0,0.2,N,8
23,80260,MORTGAGE,7.0,MEDICAL,B,24325,11.01,0,0.3,N,4
51,60770,MORTGAGE,9.0,MEDICAL,B,7425,,0,0.12,N,17
23,49210,MORTGAGE,3.0,MEDICAL,B,10500,10.95,0,0.21,N,3
22,61910,MORTGAGE,6.0,MEDICAL,B,4500,11.89,0,0.07,N,4
27,46740,MORTGAGE,9.0,MEDICAL,B,12100,9.82,0,0.26,N,6
26,71510,MORTGAGE,4.0,MEDICAL,B,4875,9.41,0,0.07,N,2
23,73370,MORTGAGE,7.0,MEDICAL,B,25600,10.92,0,0.35,N,4
44,74920,MORTGAGE,5.0,MEDICAL,B,10575,9.77,0,0.14,N,15
33,51750,MORTGAGE,3.0,MEDICAL,B,9875,9.85,0,0.19,N,5
30,48760,MORTGAGE,0.0,MEDICAL,B,18000,11.1,0,0.37,N,11
37,876010,MORTGAGE,3.0,MEDICAL,B,4375,10.91,0,0.0,N,14
29,61350,MORTGAGE,7.0,MEDICAL,B,4675,10.99,0,0.08,N,5
20,30610,MORTGAGE,2.0,MEDICAL,B,3550,10.1,0,0.12,N,2
24,51920,MORTGAGE,8.0,MEDICAL,B,15450,9.89,0,0.3,N,3
21,20290,MORTGAGE,5.0,MEDICAL,B,4875,12.05,0,0.24,N,2
23,48150,MORTGAGE,1.0,MEDICAL,B,9975,,0,0.21,N,2
22,75520,MORTGAGE,,MEDICAL,B,9550,11.73,0,0.13,N,2
27,86040,MORTGAGE,3.0,MEDICAL,B,15225,12.55,0,0.18,N,2
30,39350,MORTGAGE,13.0,MEDICAL,B,4125,10.58,0,0.1,N,9
22,145490,MORTGAGE,2.0,MEDICAL,B,18475,,0,0.13,N,2
34,42060,MORTGAGE,7.0,MEDICAL,B,7725,10.99,0,0.18,N,8
22,50690,MORTGAGE,5.0,MEDICAL,B,3350,11.0,0,0.07,N,4
34,109260,MORTGAGE,5.0,MEDICAL,B,6825,10.7,0,0.06,N,11
26,67030,MORTGAGE,3.0,MEDICAL,B,3050,9.32,0,0.05,N,3
29,141800,MORTGAGE,12.0,MEDICAL,B,24100,11.18,0,0.17,N,8
22,40760,MORTGAGE,2.0,MEDICAL,B,9225,11.76,0,0.23,N,2
45,104890,MORTGAGE,3.0,MEDICAL,B,18650,10.72,0,0.18,N,12
28,23170,MORTGAGE,10.0,MEDICAL,B,2575,10.97,0,0.11,N,11
24,174470,MORTGAGE,2.0,MEDICAL,B,19550,11.45,0,0.11,N,3
43,111170,MORTGAGE,5.0,MEDICAL,B,29525,11.48,0,0.27,N,13
23,42810,MORTGAGE,5.0,MEDICAL,B,7775,10.68,0,0.18,N,2
45,37000,MORTGAGE,5.0,MEDICAL,B,11075,10.26,0,0.3,N,13
27,65050,MORTGAGE,5.0,MEDICAL,B,4650,12.03,0,0.07,N,7
27,97200,MORTGAGE,6.0,MEDICAL,B,19325,,0,0.2,N,4
27,79270,MORTGAGE,,MEDICAL,B,6725,9.5,0,0.08,N,6
26,107320,MORTGAGE,2.0,MEDICAL,B,3300,,0,0.03,N,3
27,82950,MORTGAGE,,MEDICAL,B,22625,11.1,0,0.27,N,9
27,70090,MORTGAGE,0.0,MEDICAL,B,30225,11.09,0,0.43,N,7
23,58730,MORTGAGE,2.0,MEDICAL,B,12725,,0,0.22,N,2
26,150530,MORTGAGE,5.0,MEDICAL,B,11900,,0,0.08,N,4
23,49310,MORTGAGE,4.0,MEDICAL,B,9425,11.02,0,0.19,N,3
37,52240,MORTGAGE,6.0,MEDICAL,B,15825,10.84,0,0.3,N,13
25,62700,MORTGAGE,2.0,MEDICAL,B,13025,11.52,0,0.21,N,2
25,105930,MORTGAGE,8.0,MEDICAL,B,26500,11.44,0,0.25,N,3
24,62140,MORTGAGE,5.0,MEDICAL,B,2150,11.31,0,0.03,N,4
24,29900,MORTGAGE,6.0,MEDICAL,B,8250,10.69,0,0.28,N,4
25,56530,MORTGAGE,4.0,MEDICAL,B,18575,10.85,0,0.33,N,4
24,130340,MORTGAGE,7.0,MEDICAL,B,26675,11.26,0,0.2,N,2
23,56300,MORTGAGE,7.0,MEDICAL,B,6525,11.0,0,0.12,N,4
22,37250,MORTGAGE,6.0,MEDICAL,B,11125,12.03,0,0.3,N,4
24,37390,MORTGAGE,8.0,MEDICAL,B,2450,11.03,0,0.07,N,3
27,59290,MORTGAGE,3.0,MEDICAL,B,6500,11.72,0,0.11,N,5
22,54040,MORTGAGE,6.0,MEDICAL,B,7325,11.66,0,0.14,N,4
30,75430,MORTGAGE,5.0,MEDICAL,B,20600,10.42,0,0.27,N,5
26,60850,MORTGAGE,10.0,MEDICAL,B,4475,11.75,0,0.07,N,9
42,42770,MORTGAGE,4.0,MEDICAL,B,9075,12.13,0,0.21,N,14
23,48830,MORTGAGE,3.0,MEDICAL,B,12475,12.14,0,0.26,N,3
27,23270,MORTGAGE,11.0,MEDICAL,B,2025,10.99,0,0.09,N,9
24,51070,MORTGAGE,,MEDICAL,B,14350,11.54,0,0.28,N,4
27,75910,MORTGAGE,11.0,MEDICAL,B,10275,12.65,0,0.14,N,7
22,65420,MORTGAGE,6.0,MEDICAL,B,12150,9.84,0,0.19,N,2
29,72230,MORTGAGE,2.0,MEDICAL,B,11550,11.51,0,0.16,N,5
22,35040,MORTGAGE,4.0,MEDICAL,B,12475,11.71,0,0.36,N,2
23,28170,MORTGAGE,2.0,MEDICAL,B,6125,10.47,0,0.22,N,4
23,105870,MORTGAGE,7.0,MEDICAL,B,26625,11.67,0,0.25,N,2
29,66120,MORTGAGE,3.0,MEDICAL,B,14550,,0,0.22,N,7
23,131950,MORTGAGE,4.0,MEDICAL,B,26825,10.99,0,0.2,N,2
24,52370,MORTGAGE,4.0,MEDICAL,B,8775,11.09,0,0.17,N,5
22,70350,MORTGAGE,4.0,MEDICAL,B,13525,9.88,0,0.19,N,3
27,100410,MORTGAGE,11.0,MEDICAL,B,10150,10.61,0,0.1,N,7
30,68430,MORTGAGE,8.0,MEDICAL,B,3500,12.09,0,0.05,N,5
31,78770,MORTGAGE,0.0,MEDICAL,B,15975,10.94,0,0.2,N,8
23,26370,MORTGAGE,1.0,MEDICAL,B,10725,10.52,0,0.41,N,2
26,57010,MORTGAGE,10.0,MEDICAL,B,12975,11.96,0,0.23,N,3
22,71270,MORTGAGE,6.0,MEDICAL,B,1375,,0,0.02,N,4
22,127880,MORTGAGE,5.0,MEDICAL,B,25500,11.82,0,0.2,N,3
22,50700,MORTGAGE,4.0,MEDICAL,B,3425,11.65,0,0.07,N,3
24,83530,MORTGAGE,7.0,MEDICAL,B,10200,11.04,0,0.12,N,4
28,101640,MORTGAGE,6.0,MEDICAL,B,24175,11.47,0,0.24,N,9
34,83270,MORTGAGE,15.0,MEDICAL,B,9400,11.57,0,0.11,N,7
23,156180,MORTGAGE,7.0,MEDICAL,B,29200,10.02,0,0.19,N,3
28,94430,MORTGAGE,1.0,MEDICAL,B,6025,11.02,0,0.06,N,7
25,176630,MORTGAGE,,MEDICAL,B,27525,10.67,0,0.16,N,2
27,67980,MORTGAGE,11.0,MEDICAL,B,8675,11.25,0,0.13,N,5
39,52690,MORTGAGE,,MEDICAL,B,14875,10.93,0,0.28,N,12
30,95840,MORTGAGE,1.0,MEDICAL,B,22450,11.4,0,0.23,N,5
41,44780,MORTGAGE,4.0,MEDICAL,B,10300,12.14,0,0.23,N,13
27,54150,MORTGAGE,2.0,MEDICAL,B,9950,9.64,0,0.18,N,9
22,44050,MORTGAGE,5.0,MEDICAL,B,6325,10.68,0,0.14,N,4
27,125320,MORTGAGE,11.0,MEDICAL,B,32200,,0,0.26,N,10
38,93040,MORTGAGE,8.0,MEDICAL,B,5825,10.59,0,0.06,N,18
31,212670,MORTGAGE,4.0,MEDICAL,B,5200,,0,0.02,N,5
21,36140,MORTGAGE,3.0,MEDICAL,B,4100,10.93,0,0.11,N,4
27,48930,MORTGAGE,0.0,MEDICAL,B,3825,11.01,0,0.08,N,5
24,75550,MORTGAGE,6.0,MEDICAL,B,5175,12.25,0,0.07,N,2
33,101330,MORTGAGE,4.0,MEDICAL,B,15025,11.44,0,0.15,N,5
29,80340,MORTGAGE,4.0,MEDICAL,B,20925,10.53,0,0.26,N,11
22,67020,MORTGAGE,6.0,MEDICAL,B,6850,10.39,0,0.1,N,4
24,43120,MORTGAGE,3.0,MEDICAL,B,11025,11.4,0,0.26,N,2
38,94340,MORTGAGE,0.0,MEDICAL,B,17725,10.99,0,0.19,N,12
27,119290,MORTGAGE,10.0,MEDICAL,B,24075,12.11,0,0.2,N,10
22,34400,MORTGAGE,6.0,MEDICAL,B,8425,9.69,0,0.24,N,4
22,53350,MORTGAGE,6.0,MEDICAL,B,13900,9.19,0,0.26,N,4
22,55650,MORTGAGE,4.0,MEDICAL,B,8725,10.61,0,0.16,N,2
28,54000,MORTGAGE,5.0,MEDICAL,B,4575,10.19,0,0.08,N,8
23,64550,MORTGAGE,4.0,MEDICAL,B,13025,10.66,0,0.2,N,3
31,122820,MORTGAGE,7.0,MEDICAL,B,13250,,0,0.11,N,7
23,55290,MORTGAGE,2.0,MEDICAL,B,2050,10.64,0,0.04,N,4
30,123600,MORTGAGE,5.0,MEDICAL,B,9425,10.17,0,0.08,N,9
23,70690,MORTGAGE,7.0,MEDICAL,B,9675,9.82,0,0.14,N,4
40,76960,MORTGAGE,5.0,MEDICAL,B,11775,10.27,0,0.15,N,15
32,86540,MORTGAGE,8.0,MEDICAL,B,24500,12.47,0,0.28,N,5
24,84430,MORTGAGE,4.0,MEDICAL,B,2450,10.27,0,0.03,N,4
26,56110,MORTGAGE,9.0,MEDICAL,B,7000,11.46,0,0.12,N,2
33,26140,MORTGAGE,5.0,MEDICAL,B,2175,9.33,0,0.08,N,7
26,60600,MORTGAGE,,MEDICAL,B,22525,10.27,0,0.37,N,4
22,59900,MORTGAGE,6.0,MEDICAL,B,15825,10.98,0,0.26,N,4
36,772260,MORTGAGE,3.0,MEDICAL,B,4125,10.9,0,0.01,N,12
34,10240,MORTGAGE,5.0,MEDICAL,B,3925,9.35,0,0.38,N,7
29,54990,MORTGAGE,6.0,MEDICAL,B,19650,11.14,0,0.36,N,7
31,33180,MORTGAGE,3.0,MEDICAL,B,2200,11.49,0,0.07,N,8
26,86900,MORTGAGE,2.0,MEDICAL,B,7775,11.13,0,0.09,N,2
26,122140,MORTGAGE,10.0,MEDICAL,B,10825,10.89,0,0.09,N,4
21,71930,MORTGAGE,4.0,MEDICAL,B,27150,10.95,0,0.38,N,2
26,55800,MORTGAGE,10.0,MEDICAL,B,3325,11.95,0,0.06,N,9
25,160870,MORTGAGE,2.0,MEDICAL,B,9250,11.12,0,0.06,N,3
21,37040,MORTGAGE,4.0,MEDICAL,B,1450,12.37,0,0.04,N,3
31,68390,MORTGAGE,14.0,MEDICAL,B,6000,11.01,0,0.09,N,9
24,137550,MORTGAGE,6.0,MEDICAL,B,5150,11.16,0,0.04,N,3
27,27890,MORTGAGE,10.0,MEDICAL,B,3175,10.91,0,0.11,N,11
20,63970,MORTGAGE,3.0,MEDICAL,B,26400,9.32,0,0.41,N,2
24,187800,MORTGAGE,1.0,MEDICAL,B,21475,11.44,0,0.11,N,3
30,92500,MORTGAGE,4.0,MEDICAL,B,5675,11.58,0,0.06,N,5
26,66700,MORTGAGE,5.0,MEDICAL,B,15975,9.76,0,0.24,N,4
24,54170,MORTGAGE,5.0,MEDICAL,B,9700,11.23,0,0.18,N,4
22,44830,MORTGAGE,5.0,MEDICAL,B,4275,10.63,0,0.1,N,4
27,89370,MORTGAGE,10.0,MEDICAL,B,15100,10.66,0,0.17,N,9
29,55100,MORTGAGE,10.0,MEDICAL,B,3975,10.96,0,0.07,N,6
21,67150,MORTGAGE,5.0,MEDICAL,B,9950,10.91,0,0.15,N,4
45,49830,MORTGAGE,11.0,MEDICAL,B,14825,10.59,0,0.3,N,11
26,63730,MORTGAGE,8.0,MEDICAL,B,21175,10.93,0,0.33,N,2
21,43520,MORTGAGE,5.0,MEDICAL,B,1050,11.02,0,0.02,N,4
29,74440,MORTGAGE,13.0,MEDICAL,B,13800,10.63,0,0.19,N,6
27,23280,MORTGAGE,11.0,MEDICAL,B,3825,11.01,0,0.16,N,9
23,90060,MORTGAGE,7.0,MEDICAL,B,20975,12.69,0,0.23,N,2
26,83630,MORTGAGE,2.0,MEDICAL,B,7825,10.99,0,0.09,N,3
22,111830,MORTGAGE,6.0,MEDICAL,B,26625,11.61,0,0.24,N,3
29,71360,MORTGAGE,8.0,MEDICAL,B,3800,11.74,0,0.05,N,5
27,65620,MORTGAGE,11.0,MEDICAL,B,4400,10.92,0,0.07,N,5
26,67690,MORTGAGE,4.0,MEDICAL,B,18725,10.48,0,0.28,N,4
45,107230,MORTGAGE,3.0,MEDICAL,B,18325,10.89,0,0.17,N,14
28,91250,MORTGAGE,7.0,MEDICAL,B,14450,11.38,0,0.16,N,6
29,48220,MORTGAGE,6.0,MEDICAL,B,7425,10.52,0,0.15,N,9
40,38490,MORTGAGE,3.0,MEDICAL,B,10075,11.07,0,0.26,N,11
39,104620,MORTGAGE,9.0,MEDICAL,B,9025,11.6,0,0.09,N,11
28,136400,MORTGAGE,3.0,MEDICAL,B,26500,10.92,0,0.19,N,7
24,70770,MORTGAGE,8.0,MEDICAL,B,1250,11.2,0,0.02,N,3
33,39750,MORTGAGE,14.0,MEDICAL,B,12050,10.98,0,0.3,N,7
29,81350,MORTGAGE,5.0,MEDICAL,B,22700,10.63,0,0.28,N,10
21,74970,MORTGAGE,5.0,MEDICAL,B,13875,12.67,0,0.19,N,3
31,71290,MORTGAGE,0.0,MEDICAL,B,12400,10.71,0,0.17,N,9
32,86620,MORTGAGE,4.0,MEDICAL,B,10825,12.42,0,0.12,N,7
22,93390,MORTGAGE,2.0,MEDICAL,B,6125,10.9,0,0.07,N,2
23,43260,MORTGAGE,4.0,MEDICAL,B,7850,,0,0.18,N,2
26,84840,MORTGAGE,0.0,MEDICAL,B,7825,11.02,0,0.09,N,4
33,85950,MORTGAGE,4.0,MEDICAL,B,11250,12.43,0,0.13,N,7
24,86360,MORTGAGE,8.0,MEDICAL,B,24575,12.64,0,0.28,N,4
43,40620,MORTGAGE,3.0,MEDICAL,B,16450,11.75,0,0.4,N,15
22,31930,MORTGAGE,2.0,MEDICAL,B,4750,12.04,0,0.15,N,3
22,50260,MORTGAGE,6.0,MEDICAL,B,3575,11.11,0,0.07,N,2
32,110170,MORTGAGE,0.0,MEDICAL,B,10375,9.79,0,0.09,N,5
42,45520,MORTGAGE,5.0,MEDICAL,B,13925,8.67,0,0.31,N,12
26,58180,MORTGAGE,9.0,MEDICAL,B,750,12.32,0,0.01,N,3
36,82590,MORTGAGE,20.0,MEDICAL,B,11075,10.71,0,0.13,N,11
26,116180,MORTGAGE,2.0,MEDICAL,B,18350,12.16,0,0.16,N,2
22,88570,MORTGAGE,4.0,MEDICAL,B,4300,10.35,0,0.05,N,4
29,73090,MORTGAGE,,MEDICAL,B,14100,10.68,0,0.19,N,6
32,127460,MORTGAGE,7.0,MEDICAL,B,13075,,0,0.1,N,8
42,103340,MORTGAGE,17.0,MEDICAL,B,4525,10.97,0,0.04,N,17
26,73680,MORTGAGE,0.0,MEDICAL,B,5225,12.0,0,0.07,N,4
38,129740,MORTGAGE,2.0,MEDICAL,B,7975,10.9,0,0.06,N,14
39,284140,MORTGAGE,2.0,MEDICAL,B,25800,10.97,0,0.09,N,13
27,59670,MORTGAGE,11.0,MEDICAL,B,11825,11.96,0,0.2,N,3
34,103880,MORTGAGE,7.0,MEDICAL,B,24850,10.03,0,0.24,N,5
30,107810,MORTGAGE,13.0,MEDICAL,B,7825,10.97,0,0.07,N,9
25,188010,MORTGAGE,9.0,MEDICAL,B,23325,10.92,0,0.12,N,4
31,35050,MORTGAGE,1.0,MEDICAL,B,16475,12.66,0,0.47,N,8
31,213080,MORTGAGE,2.0,MEDICAL,B,15000,10.93,0,0.07,N,10
34,139670,MORTGAGE,15.0,MEDICAL,B,27550,11.16,0,0.2,N,7
24,53200,MORTGAGE,2.0,MEDICAL,B,10500,8.56,0,0.2,N,2
23,66010,MORTGAGE,7.0,MEDICAL,B,2200,,0,0.03,N,3
26,61820,MORTGAGE,9.0,MEDICAL,B,8600,11.54,0,0.14,N,2
25,66740,MORTGAGE,2.0,MEDICAL,B,10625,11.53,0,0.16,N,2
25,93610,MORTGAGE,7.0,MEDICAL,B,11575,,0,0.12,N,4
27,33980,MORTGAGE,11.0,MEDICAL,B,8375,11.44,0,0.25,N,5
24,66940,MORTGAGE,8.0,MEDICAL,B,8925,11.53,0,0.13,N,4
26,36220,MORTGAGE,10.0,MEDICAL,B,4350,10.98,0,0.12,N,4
42,64450,MORTGAGE,22.0,MEDICAL,B,10050,10.68,0,0.16,N,14
